Rk,Team,Date,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Match Report
14028,Betis,2019-01-05,@,Huesca,es La Liga,L 1-2,1,2,-1,66,0,1,1,0,Match Report
14029,Alavés,2019-01-05,,Valencia,es La Liga,W 2-1,2,1,1,45,2,0,0,0,Match Report
14030,Huesca,2019-01-05,,Betis,es La Liga,W 2-1,2,1,1,34,2,0,0,0,Match Report
14031,Eibar,2019-01-06,,Villarreal,es La Liga,D 0-0,0,0,0,54,0,0,0,0,Match Report
14032,Real Sociedad,2019-01-06,@,Real Madrid,es La Liga,W 2-0,2,0,2,41,1,1,1,0,Match Report
14033,Barcelona,2019-01-06,@,Getafe,es La Liga,W 2-1,2,1,1,75,2,0,0,0,Match Report
14034,Atlético Madrid,2019-01-06,@,Sevilla,es La Liga,D 1-1,1,1,0,44,1,0,0,0,Match Report
14035,Villarreal,2019-01-06,@,Eibar,es La Liga,D 0-0,0,0,0,46,0,0,0,0,Match Report
14036,Sevilla,2019-01-06,,Atlético Madrid,es La Liga,D 1-1,1,1,0,56,1,0,0,0,Match Report
14037,Real Madrid,2019-01-06,,Real Sociedad,es La Liga,L 0-2,0,2,-2,59,0,0,0,0,Match Report
14038,Getafe,2019-01-06,,Barcelona,es La Liga,L 1-2,1,2,-1,25,1,0,0,0,Match Report
14039,Celta Vigo,2019-01-07,,Athletic Club,es La Liga,L 1-2,1,2,-1,65,1,0,0,0,Match Report
14040,Athletic Club,2019-01-07,@,Celta Vigo,es La Liga,W 2-1,2,1,1,35,2,0,0,0,Match Report
14041,Celta Vigo,2019-01-11,@,Rayo Vallecano,es La Liga,L 2-4,2,4,-2,60,1,1,1,0,Match Report
14042,Rayo Vallecano,2019-01-11,,Celta Vigo,es La Liga,W 4-2,4,2,2,40,4,0,0,0,Match Report
14043,Valencia,2019-01-12,,Valladolid,es La Liga,D 1-1,1,1,0,63,1,0,1,1,Match Report
14044,Getafe,2019-01-12,@,Villarreal,es La Liga,W 2-1,2,1,1,43,2,0,0,0,Match Report
14045,Villarreal,2019-01-12,,Getafe,es La Liga,L 1-2,1,2,-1,57,0,0,1,1,Match Report
14046,Huesca,2019-01-12,@,Leganés,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,Match Report
14047,Girona,2019-01-12,,Alavés,es La Liga,D 1-1,1,1,0,56,1,0,0,0,Match Report
14048,Alavés,2019-01-12,@,Girona,es La Liga,D 1-1,1,1,0,44,1,0,0,0,Match Report
14049,Leganés,2019-01-12,,Huesca,es La Liga,W 1-0,1,0,1,50,1,0,0,0,Match Report
14050,Valladolid,2019-01-12,@,Valencia,es La Liga,D 1-1,1,1,0,37,1,0,0,0,Match Report
14051,Sevilla,2019-01-13,@,Athletic Club,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,Match Report
14052,Betis,2019-01-13,,Real Madrid,es La Liga,L 1-2,1,2,-1,72,1,0,0,0,Match Report
14053,Atlético Madrid,2019-01-13,,Levante,es La Liga,W 1-0,1,0,1,58,0,1,1,0,Match Report
14054,Athletic Club,2019-01-13,,Sevilla,es La Liga,W 2-0,2,0,2,44,2,0,0,0,Match Report
14055,Barcelona,2019-01-13,,Eibar,es La Liga,W 3-0,3,0,3,58,3,0,0,0,Match Report
14056,Levante,2019-01-13,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,42,0,0,0,0,Match Report
14057,Real Madrid,2019-01-13,@,Betis,es La Liga,W 2-1,2,1,1,28,2,0,0,0,Match Report
14058,Eibar,2019-01-13,@,Barcelona,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,Match Report
14059,Real Sociedad,2019-01-14,,Espanyol,es La Liga,W 3-2,3,2,1,41,2,1,1,0,Match Report
14060,Espanyol,2019-01-14,@,Real Sociedad,es La Liga,L 2-3,2,3,-1,59,1,0,0,0,Match Report
14061,Alavés,2019-01-18,@,Getafe,es La Liga,L 0-4,0,4,-4,55,0,0,0,0,Match Report
14062,Getafe,2019-01-18,,Alavés,es La Liga,W 4-0,4,0,4,45,3,1,1,0,Match Report
14063,Sevilla,2019-01-19,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,Match Report
14064,Real Madrid,2019-01-19,,Sevilla,es La Liga,W 2-0,2,0,2,69,2,0,0,0,Match Report
14065,Atlético Madrid,2019-01-19,@,Huesca,es La Liga,W 3-0,3,0,3,49,3,0,0,0,Match Report
14066,Huesca,2019-01-19,,Atlético Madrid,es La Liga,L 0-3,0,3,-3,51,0,0,0,0,Match Report
14067,Celta Vigo,2019-01-19,,Valencia,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,Match Report
14068,Valencia,2019-01-19,@,Celta Vigo,es La Liga,W 2-1,2,1,1,44,2,0,0,0,Match Report
14069,Levante,2019-01-20,,Valladolid,es La Liga,W 2-0,2,0,2,49,2,0,0,0,Match Report
14070,Athletic Club,2019-01-20,@,Villarreal,es La Liga,D 1-1,1,1,0,50,0,0,0,0,Match Report
14071,Villarreal,2019-01-20,,Athletic Club,es La Liga,D 1-1,1,1,0,50,1,0,0,0,Match Report
14072,Barcelona,2019-01-20,,Leganés,es La Liga,W 3-1,3,1,2,72,3,0,0,0,Match Report
14073,Betis,2019-01-20,,Girona,es La Liga,W 3-2,3,2,1,59,2,1,1,0,Match Report
14074,Valladolid,2019-01-20,@,Levante,es La Liga,L 0-2,0,2,-2,51,0,0,0,0,Match Report
14075,Real Sociedad,2019-01-20,@,Rayo Vallecano,es La Liga,D 2-2,2,2,0,64,2,0,0,0,Match Report
14076,Rayo Vallecano,2019-01-20,,Real Sociedad,es La Liga,D 2-2,2,2,0,36,2,0,0,0,Match Report
14077,Girona,2019-01-20,@,Betis,es La Liga,L 2-3,2,3,-1,41,2,0,0,0,Match Report
14078,Leganés,2019-01-20,@,Barcelona,es La Liga,L 1-3,1,3,-2,28,1,0,0,0,Match Report
14079,Eibar,2019-01-21,,Espanyol,es La Liga,W 3-0,3,0,3,56,3,0,0,0,Match Report
14080,Espanyol,2019-01-21,@,Eibar,es La Liga,L 0-3,0,3,-3,44,0,0,0,0,Match Report
14081,Valencia,2019-01-26,,Villarreal,es La Liga,W 3-0,3,0,3,45,3,0,0,0,Match Report
14082,Atlético Madrid,2019-01-26,,Getafe,es La Liga,W 2-0,2,0,2,65,2,0,0,0,Match Report
14083,Eibar,2019-01-26,@,Leganés,es La Liga,D 2-2,2,2,0,46,2,0,0,0,Match Report
14084,Sevilla,2019-01-26,,Levante,es La Liga,W 5-0,5,0,5,54,4,1,2,1,Match Report
14085,Levante,2019-01-26,@,Sevilla,es La Liga,L 0-5,0,5,-5,46,0,0,0,0,Match Report
14086,Leganés,2019-01-26,,Eibar,es La Liga,D 2-2,2,2,0,54,2,0,0,0,Match Report
14087,Getafe,2019-01-26,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,35,0,0,0,0,Match Report
14088,Villarreal,2019-01-26,@,Valencia,es La Liga,L 0-3,0,3,-3,55,0,0,0,0,Match Report
14089,Celta Vigo,2019-01-27,@,Valladolid,es La Liga,L 1-2,1,2,-1,55,1,0,0,0,Match Report
14090,Betis,2019-01-27,@,Athletic Club,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,Match Report
14091,Espanyol,2019-01-27,,Real Madrid,es La Liga,L 2-4,2,4,-2,37,2,0,0,0,Match Report
14092,Barcelona,2019-01-27,@,Girona,es La Liga,W 2-0,2,0,2,64,2,0,0,0,Match Report
14093,Real Madrid,2019-01-27,@,Espanyol,es La Liga,W 4-2,4,2,2,63,4,0,0,0,Match Report
14094,Real Sociedad,2019-01-27,,Huesca,es La Liga,D 0-0,0,0,0,68,0,0,0,0,Match Report
14095,Huesca,2019-01-27,@,Real Sociedad,es La Liga,D 0-0,0,0,0,32,0,0,0,0,Match Report
14096,Valladolid,2019-01-27,,Celta Vigo,es La Liga,W 2-1,2,1,1,45,2,0,0,0,Match Report
14097,Athletic Club,2019-01-27,,Betis,es La Liga,W 1-0,1,0,1,39,1,0,0,0,Match Report
14098,Girona,2019-01-27,,Barcelona,es La Liga,L 0-2,0,2,-2,36,0,0,0,0,Match Report
14099,Rayo Vallecano,2019-01-28,@,Alavés,es La Liga,W 1-0,1,0,1,48,1,0,0,0,Match Report
14100,Alavés,2019-01-28,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,52,0,0,0,0,Match Report
14101,Huesca,2019-02-01,,Valladolid,es La Liga,W 4-0,4,0,4,43,4,0,0,0,Match Report
14102,Valladolid,2019-02-01,@,Huesca,es La Liga,L 0-4,0,4,-4,57,0,0,0,0,Match Report
14103,Real Sociedad,2019-02-02,,Athletic Club,es La Liga,W 2-1,2,1,1,47,2,0,0,0,Match Report
14104,Levante,2019-02-02,,Getafe,es La Liga,D 0-0,0,0,0,56,0,0,0,0,Match Report
14105,Getafe,2019-02-02,@,Levante,es La Liga,D 0-0,0,0,0,44,0,0,0,0,Match Report
14106,Celta Vigo,2019-02-02,,Sevilla,es La Liga,W 1-0,1,0,1,44,1,0,0,0,Match Report
14107,Barcelona,2019-02-02,,Valencia,es La Liga,D 2-2,2,2,0,68,1,1,1,0,Match Report
14108,Athletic Club,2019-02-02,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,53,1,0,1,1,Match Report
14109,Sevilla,2019-02-02,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,56,0,0,0,0,Match Report
14110,Valencia,2019-02-02,@,Barcelona,es La Liga,D 2-2,2,2,0,32,1,1,1,0,Match Report
14111,Espanyol,2019-02-03,@,Villarreal,es La Liga,D 2-2,2,2,0,58,1,0,0,0,Match Report
14112,Alavés,2019-02-03,@,Real Madrid,es La Liga,L 0-3,0,3,-3,30,0,0,0,0,Match Report
14113,Real Madrid,2019-02-03,,Alavés,es La Liga,W 3-0,3,0,3,70,3,0,0,0,Match Report
14114,Eibar,2019-02-03,,Girona,es La Liga,W 3-0,3,0,3,56,2,1,1,0,Match Report
14115,Villarreal,2019-02-03,,Espanyol,es La Liga,D 2-2,2,2,0,42,1,1,1,0,Match Report
14116,Girona,2019-02-03,@,Eibar,es La Liga,L 0-3,0,3,-3,44,0,0,0,0,Match Report
14117,Betis,2019-02-03,,Atlético Madrid,es La Liga,W 1-0,1,0,1,54,0,1,1,0,Match Report
14118,Atlético Madrid,2019-02-03,@,Betis,es La Liga,L 0-1,0,1,-1,46,0,0,0,0,Match Report
14119,Rayo Vallecano,2019-02-04,,Leganés,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,Match Report
14120,Leganés,2019-02-04,@,Rayo Vallecano,es La Liga,W 2-1,2,1,1,39,2,0,0,0,Match Report
14121,Villarreal,2019-02-08,@,Valladolid,es La Liga,D 0-0,0,0,0,51,0,0,0,0,Match Report
14122,Valladolid,2019-02-08,,Villarreal,es La Liga,D 0-0,0,0,0,49,0,0,0,0,Match Report
14123,Atlético Madrid,2019-02-09,,Real Madrid,es La Liga,L 1-3,1,3,-2,35,1,0,0,0,Match Report
14124,Celta Vigo,2019-02-09,@,Getafe,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,Match Report
14125,Huesca,2019-02-09,@,Girona,es La Liga,W 2-0,2,0,2,34,2,0,0,0,Match Report
14126,Espanyol,2019-02-09,,Rayo Vallecano,es La Liga,W 2-1,2,1,1,61,1,1,1,0,Match Report
14127,Rayo Vallecano,2019-02-09,@,Espanyol,es La Liga,L 1-2,1,2,-1,39,1,0,0,0,Match Report
14128,Girona,2019-02-09,,Huesca,es La Liga,L 0-2,0,2,-2,66,0,0,0,0,Match Report
14129,Real Madrid,2019-02-09,@,Atlético Madrid,es La Liga,W 3-1,3,1,2,65,2,1,1,0,Match Report
14130,Getafe,2019-02-09,,Celta Vigo,es La Liga,W 3-1,3,1,2,49,2,1,1,0,Match Report
14131,Barcelona,2019-02-10,@,Athletic Club,es La Liga,D 0-0,0,0,0,67,0,0,0,0,Match Report
14132,Betis,2019-02-10,@,Leganés,es La Liga,L 0-3,0,3,-3,68,0,0,0,0,Match Report
14133,Eibar,2019-02-10,@,Sevilla,es La Liga,D 2-2,2,2,0,42,2,0,0,0,Match Report
14134,Sevilla,2019-02-10,,Eibar,es La Liga,D 2-2,2,2,0,58,2,0,0,0,Match Report
14135,Real Sociedad,2019-02-10,@,Valencia,es La Liga,D 0-0,0,0,0,58,0,0,0,0,Match Report
14136,Valencia,2019-02-10,,Real Sociedad,es La Liga,D 0-0,0,0,0,42,0,0,0,0,Match Report
14137,Leganés,2019-02-10,,Betis,es La Liga,W 3-0,3,0,3,32,3,0,0,0,Match Report
14138,Athletic Club,2019-02-10,,Barcelona,es La Liga,D 0-0,0,0,0,33,0,0,0,0,Match Report
14139,Levante,2019-02-11,@,Alavés,es La Liga,L 0-2,0,2,-2,52,0,0,0,0,Match Report
14140,Alavés,2019-02-11,,Levante,es La Liga,W 2-0,2,0,2,48,2,0,0,0,Match Report
14141,Eibar,2019-02-15,,Getafe,es La Liga,D 2-2,2,2,0,58,1,1,1,0,Match Report
14142,Getafe,2019-02-15,@,Eibar,es La Liga,D 2-2,2,2,0,42,2,0,0,0,Match Report
14143,Barcelona,2019-02-16,,Valladolid,es La Liga,W 1-0,1,0,1,61,0,1,2,1,Match Report
14144,Real Sociedad,2019-02-16,,Leganés,es La Liga,W 3-0,3,0,3,61,3,0,0,0,Match Report
14145,Celta Vigo,2019-02-16,,Levante,es La Liga,L 1-4,1,4,-3,58,0,1,1,0,Match Report
14146,Atlético Madrid,2019-02-16,@,Rayo Vallecano,es La Liga,W 1-0,1,0,1,51,1,0,0,0,Match Report
14147,Rayo Vallecano,2019-02-16,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,Match Report
14148,Leganés,2019-02-16,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,39,0,0,0,0,Match Report
14149,Levante,2019-02-16,@,Celta Vigo,es La Liga,W 4-1,4,1,3,42,4,0,0,0,Match Report
14150,Valladolid,2019-02-16,@,Barcelona,es La Liga,L 0-1,0,1,-1,39,0,0,0,0,Match Report
14151,Sevilla,2019-02-17,@,Villarreal,es La Liga,L 0-3,0,3,-3,57,0,0,0,0,Match Report
14152,Girona,2019-02-17,@,Real Madrid,es La Liga,W 2-1,2,1,1,43,1,1,1,0,Match Report
14153,Betis,2019-02-17,,Alavés,es La Liga,D 1-1,1,1,0,66,1,0,0,0,Match Report
14154,Real Madrid,2019-02-17,,Girona,es La Liga,L 1-2,1,2,-1,57,1,0,0,0,Match Report
14155,Valencia,2019-02-17,,Espanyol,es La Liga,D 0-0,0,0,0,52,0,0,0,0,Match Report
14156,Villarreal,2019-02-17,,Sevilla,es La Liga,W 3-0,3,0,3,43,3,0,0,0,Match Report
14157,Espanyol,2019-02-17,@,Valencia,es La Liga,D 0-0,0,0,0,48,0,0,0,0,Match Report
14158,Alavés,2019-02-17,@,Betis,es La Liga,D 1-1,1,1,0,34,1,0,0,0,Match Report
14159,Huesca,2019-02-18,,Athletic Club,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,Match Report
14160,Athletic Club,2019-02-18,@,Huesca,es La Liga,W 1-0,1,0,1,50,0,1,1,0,Match Report
14161,Huesca,2019-02-22,@,Espanyol,es La Liga,D 1-1,1,1,0,33,1,0,0,0,Match Report
14162,Espanyol,2019-02-22,,Huesca,es La Liga,D 1-1,1,1,0,67,1,0,0,0,Match Report
14163,Eibar,2019-02-23,@,Athletic Club,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,Match Report
14164,Rayo Vallecano,2019-02-23,@,Getafe,es La Liga,L 1-2,1,2,-1,57,1,0,0,0,Match Report
14165,Celta Vigo,2019-02-23,@,Alavés,es La Liga,D 0-0,0,0,0,52,0,0,0,0,Match Report
14166,Getafe,2019-02-23,,Rayo Vallecano,es La Liga,W 2-1,2,1,1,43,2,0,0,0,Match Report
14167,Barcelona,2019-02-23,@,Sevilla,es La Liga,W 4-2,4,2,2,60,4,0,0,0,Match Report
14168,Athletic Club,2019-02-23,,Eibar,es La Liga,W 1-0,1,0,1,46,1,0,0,0,Match Report
14169,Alavés,2019-02-23,,Celta Vigo,es La Liga,D 0-0,0,0,0,48,0,0,0,0,Match Report
14170,Sevilla,2019-02-23,,Barcelona,es La Liga,L 2-4,2,4,-2,40,2,0,0,0,Match Report
14171,Betis,2019-02-24,@,Valladolid,es La Liga,W 2-0,2,0,2,51,2,0,0,0,Match Report
14172,Atlético Madrid,2019-02-24,,Villarreal,es La Liga,W 2-0,2,0,2,51,2,0,0,0,Match Report
14173,Levante,2019-02-24,,Real Madrid,es La Liga,L 1-2,1,2,-1,40,1,0,0,0,Match Report
14174,Valencia,2019-02-24,@,Leganés,es La Liga,D 1-1,1,1,0,50,1,0,0,0,Match Report
14175,Real Madrid,2019-02-24,@,Levante,es La Liga,W 2-1,2,1,1,60,0,2,2,0,Match Report
14176,Villarreal,2019-02-24,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,49,0,0,0,0,Match Report
14177,Leganés,2019-02-24,,Valencia,es La Liga,D 1-1,1,1,0,50,1,0,0,0,Match Report
14178,Valladolid,2019-02-24,,Betis,es La Liga,L 0-2,0,2,-2,49,0,0,0,0,Match Report
14179,Real Sociedad,2019-02-25,@,Girona,es La Liga,D 0-0,0,0,0,54,0,0,0,0,Match Report
14180,Girona,2019-02-25,,Real Sociedad,es La Liga,D 0-0,0,0,0,46,0,0,0,0,Match Report
14181,Rayo Vallecano,2019-03-01,,Girona,es La Liga,L 0-2,0,2,-2,55,0,0,0,0,Match Report
14182,Girona,2019-03-01,@,Rayo Vallecano,es La Liga,W 2-0,2,0,2,45,2,0,0,0,Match Report
14183,Espanyol,2019-03-02,,Valladolid,es La Liga,W 3-1,3,1,2,54,3,0,0,0,Match Report
14184,Alavés,2019-03-02,@,Villarreal,es La Liga,W 2-1,2,1,1,41,2,0,0,0,Match Report
14185,Barcelona,2019-03-02,@,Real Madrid,es La Liga,W 1-0,1,0,1,51,1,0,0,0,Match Report
14186,Villarreal,2019-03-02,,Alavés,es La Liga,L 1-2,1,2,-1,59,0,1,1,0,Match Report
14187,Valladolid,2019-03-02,@,Espanyol,es La Liga,L 1-3,1,3,-2,46,1,0,1,1,Match Report
14188,Huesca,2019-03-02,,Sevilla,es La Liga,W 2-1,2,1,1,29,2,0,0,0,Match Report
14189,Sevilla,2019-03-02,@,Huesca,es La Liga,L 1-2,1,2,-1,71,0,1,1,0,Match Report
14190,Real Madrid,2019-03-02,,Barcelona,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,Match Report
14191,Valencia,2019-03-03,,Athletic Club,es La Liga,W 2-0,2,0,2,51,2,0,0,0,Match Report
14192,Betis,2019-03-03,,Getafe,es La Liga,L 1-2,1,2,-1,63,1,0,0,0,Match Report
14193,Celta Vigo,2019-03-03,@,Eibar,es La Liga,L 0-1,0,1,-1,38,0,0,0,0,Match Report
14194,Real Sociedad,2019-03-03,,Atlético Madrid,es La Liga,L 0-2,0,2,-2,61,0,0,0,0,Match Report
14195,Athletic Club,2019-03-03,@,Valencia,es La Liga,L 0-2,0,2,-2,49,0,0,0,0,Match Report
14196,Atlético Madrid,2019-03-03,@,Real Sociedad,es La Liga,W 2-0,2,0,2,39,2,0,0,0,Match Report
14197,Eibar,2019-03-03,,Celta Vigo,es La Liga,W 1-0,1,0,1,62,1,0,1,1,Match Report
14198,Getafe,2019-03-03,@,Betis,es La Liga,W 2-1,2,1,1,37,2,0,0,0,Match Report
14199,Levante,2019-03-04,@,Leganés,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,Match Report
14200,Leganés,2019-03-04,,Levante,es La Liga,W 1-0,1,0,1,39,1,0,0,0,Match Report
14201,Espanyol,2019-03-08,@,Athletic Club,es La Liga,D 1-1,1,1,0,35,1,0,0,0,Match Report
14202,Athletic Club,2019-03-08,,Espanyol,es La Liga,D 1-1,1,1,0,65,1,0,0,0,Match Report
14203,Huesca,2019-03-09,@,Getafe,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,Match Report
14204,Atlético Madrid,2019-03-09,,Leganés,es La Liga,W 1-0,1,0,1,45,1,0,1,1,Match Report
14205,Eibar,2019-03-09,@,Alavés,es La Liga,D 1-1,1,1,0,56,1,0,0,0,Match Report
14206,Barcelona,2019-03-09,,Rayo Vallecano,es La Liga,W 3-1,3,1,2,68,2,1,1,0,Match Report
14207,Alavés,2019-03-09,,Eibar,es La Liga,D 1-1,1,1,0,44,1,0,0,0,Match Report
14208,Getafe,2019-03-09,,Huesca,es La Liga,W 2-1,2,1,1,57,1,1,1,0,Match Report
14209,Leganés,2019-03-09,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,55,0,0,0,0,Match Report
14210,Rayo Vallecano,2019-03-09,@,Barcelona,es La Liga,L 1-3,1,3,-2,32,1,0,0,0,Match Report
14211,Real Madrid,2019-03-10,@,Valladolid,es La Liga,W 4-1,4,1,3,61,3,1,1,0,Match Report
14212,Levante,2019-03-10,,Villarreal,es La Liga,L 0-2,0,2,-2,52,0,0,0,0,Match Report
14213,Valladolid,2019-03-10,,Real Madrid,es La Liga,L 1-4,1,4,-3,39,1,0,1,1,Match Report
14214,Valencia,2019-03-10,@,Girona,es La Liga,W 3-2,3,2,1,41,3,0,0,0,Match Report
14215,Villarreal,2019-03-10,@,Levante,es La Liga,W 2-0,2,0,2,48,1,0,0,0,Match Report
14216,Real Sociedad,2019-03-10,@,Sevilla,es La Liga,L 2-5,2,5,-3,51,1,1,1,0,Match Report
14217,Girona,2019-03-10,,Valencia,es La Liga,L 2-3,2,3,-1,59,1,1,1,0,Match Report
14218,Sevilla,2019-03-10,,Real Sociedad,es La Liga,W 5-2,5,2,3,49,4,0,0,0,Match Report
14219,Betis,2019-03-10,@,Celta Vigo,es La Liga,W 1-0,1,0,1,62,1,0,0,0,Match Report
14220,Celta Vigo,2019-03-10,,Betis,es La Liga,L 0-1,0,1,-1,38,0,0,0,0,Match Report
14221,Real Sociedad,2019-03-15,,Levante,es La Liga,D 1-1,1,1,0,58,1,0,0,0,Match Report
14222,Levante,2019-03-15,@,Real Sociedad,es La Liga,D 1-1,1,1,0,42,1,0,0,0,Match Report
14223,Atlético Madrid,2019-03-16,@,Athletic Club,es La Liga,L 0-2,0,2,-2,53,0,0,0,0,Match Report
14224,Celta Vigo,2019-03-16,@,Real Madrid,es La Liga,L 0-2,0,2,-2,46,0,0,0,0,Match Report
14225,Girona,2019-03-16,@,Leganés,es La Liga,W 2-0,2,0,2,46,2,0,0,0,Match Report
14226,Huesca,2019-03-16,,Alavés,es La Liga,L 1-3,1,3,-2,54,0,1,1,0,Match Report
14227,Leganés,2019-03-16,,Girona,es La Liga,L 0-2,0,2,-2,54,0,0,0,0,Match Report
14228,Alavés,2019-03-16,@,Huesca,es La Liga,W 3-1,3,1,2,46,2,1,1,0,Match Report
14229,Athletic Club,2019-03-16,,Atlético Madrid,es La Liga,W 2-0,2,0,2,47,2,0,0,0,Match Report
14230,Real Madrid,2019-03-16,,Celta Vigo,es La Liga,W 2-0,2,0,2,54,2,0,0,0,Match Report
14231,Eibar,2019-03-17,,Valladolid,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,Match Report
14232,Rayo Vallecano,2019-03-17,@,Villarreal,es La Liga,L 1-3,1,3,-2,46,1,0,0,0,Match Report
14233,Valencia,2019-03-17,,Getafe,es La Liga,D 0-0,0,0,0,62,0,0,0,0,Match Report
14234,Villarreal,2019-03-17,,Rayo Vallecano,es La Liga,W 3-1,3,1,2,54,3,0,0,0,Match Report
14235,Sevilla,2019-03-17,@,Espanyol,es La Liga,W 1-0,1,0,1,50,0,1,1,0,Match Report
14236,Espanyol,2019-03-17,,Sevilla,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,Match Report
14237,Valladolid,2019-03-17,@,Eibar,es La Liga,W 2-1,2,1,1,38,1,1,1,0,Match Report
14238,Getafe,2019-03-17,@,Valencia,es La Liga,D 0-0,0,0,0,38,0,0,0,0,Match Report
14239,Barcelona,2019-03-17,@,Betis,es La Liga,W 4-1,4,1,3,44,4,0,0,0,Match Report
14240,Betis,2019-03-17,,Barcelona,es La Liga,L 1-4,1,4,-3,56,1,0,0,0,Match Report
14241,Girona,2019-03-29,,Athletic Club,es La Liga,L 1-2,1,2,-1,49,1,0,0,0,Match Report
14242,Athletic Club,2019-03-29,@,Girona,es La Liga,W 2-1,2,1,1,51,2,0,0,0,Match Report
14243,Celta Vigo,2019-03-30,,Villarreal,es La Liga,W 3-2,3,2,1,63,2,1,1,0,Match Report
14244,Leganés,2019-03-30,@,Getafe,es La Liga,W 2-0,2,0,2,44,2,0,1,1,Match Report
14245,Getafe,2019-03-30,,Leganés,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,Match Report
14246,Atlético Madrid,2019-03-30,@,Alavés,es La Liga,W 4-0,4,0,4,55,4,0,0,0,Match Report
14247,Barcelona,2019-03-30,,Espanyol,es La Liga,W 2-0,2,0,2,69,2,0,0,0,Match Report
14248,Alavés,2019-03-30,,Atlético Madrid,es La Liga,L 0-4,0,4,-4,45,0,0,0,0,Match Report
14249,Villarreal,2019-03-30,@,Celta Vigo,es La Liga,L 2-3,2,3,-1,37,2,0,0,0,Match Report
14250,Espanyol,2019-03-30,@,Barcelona,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,Match Report
14251,Real Sociedad,2019-03-31,@,Valladolid,es La Liga,D 1-1,1,1,0,59,1,0,0,0,Match Report
14252,Huesca,2019-03-31,@,Real Madrid,es La Liga,L 2-3,2,3,-1,30,2,0,0,0,Match Report
14253,Eibar,2019-03-31,@,Levante,es La Liga,D 2-2,2,2,0,59,2,0,0,0,Match Report
14254,Betis,2019-03-31,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,54,1,0,0,0,Match Report
14255,Valencia,2019-03-31,@,Sevilla,es La Liga,W 1-0,1,0,1,40,0,1,1,0,Match Report
14256,Levante,2019-03-31,,Eibar,es La Liga,D 2-2,2,2,0,41,2,0,0,0,Match Report
14257,Real Madrid,2019-03-31,,Huesca,es La Liga,W 3-2,3,2,1,70,3,0,0,0,Match Report
14258,Sevilla,2019-03-31,,Valencia,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,Match Report
14259,Valladolid,2019-03-31,,Real Sociedad,es La Liga,D 1-1,1,1,0,41,1,0,0,0,Match Report
14260,Rayo Vallecano,2019-03-31,,Betis,es La Liga,D 1-1,1,1,0,46,1,0,0,0,Match Report
14261,Barcelona,2019-04-02,@,Villarreal,es La Liga,D 4-4,4,4,0,68,4,0,0,0,Match Report
14262,Espanyol,2019-04-02,,Getafe,es La Liga,D 1-1,1,1,0,50,1,0,0,0,Match Report
14263,Atlético Madrid,2019-04-02,,Girona,es La Liga,W 2-0,2,0,2,49,2,0,0,0,Match Report
14264,Getafe,2019-04-02,@,Espanyol,es La Liga,D 1-1,1,1,0,50,1,0,0,0,Match Report
14265,Girona,2019-04-02,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,51,0,0,0,0,Match Report
14266,Villarreal,2019-04-02,,Barcelona,es La Liga,D 4-4,4,4,0,32,4,0,0,0,Match Report
14267,Levante,2019-04-03,@,Athletic Club,es La Liga,L 2-3,2,3,-1,60,1,1,1,0,Match Report
14268,Valencia,2019-04-03,,Real Madrid,es La Liga,W 2-1,2,1,1,33,2,0,0,0,Match Report
14269,Athletic Club,2019-04-03,,Levante,es La Liga,W 3-2,3,2,1,40,2,1,1,0,Match Report
14270,Eibar,2019-04-03,,Rayo Vallecano,es La Liga,W 2-1,2,1,1,46,2,0,0,0,Match Report
14271,Rayo Vallecano,2019-04-03,@,Eibar,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,Match Report
